analysis_scope,segment_type,segment_value,transactions,transaction_share,fraud_transactions,fraud_rate,fraud_lift,fraud_capture_share,total_amount,fraud_amount,fraud_amount_share,fraud_amount_capture_share,support_status
DEVELOPMENT_DISCOVERY,mcc,5300,452181,0.046744369093003287,1070,0.0023663090665021307,1.67560629723164,0.07832515921235635,28811954.839999907,114075.72999999998,0.003959319339263561,0.07541307474600632,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5310,181522,0.01876490026449617,1129,0.006219631780169896,4.40418131546948,0.08264402313154234,7783288.959999983,114665.99999999997,0.014732332384072275,0.07580328987441552,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5311,355139,0.036712618388035086,2157,0.006073678193608699,4.300830171611086,0.15789473684210525,20552629.829999924,208853.54000000004,0.010161888854493168,0.1380686989510216,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5411,1106529,0.11438782254918238,356,0.000321726769022773,0.22781783148869253,0.026059585681868093,30040723.060000096,22286.519999999997,0.0007418769500150616,0.014733151377496026,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5499,1094864,0.1131819490926022,63,5.754139326893568e-05,0.040745616148711195,0.00461166825269014,12480410.589999981,1715.7999999999995,0.00013747945130705849,0.0011342794269140126,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5533,891,9.210743676064657e-05,44,0.04938271604938271,34.968378035698635,0.0032208476685454943,339805.9000000001,23397.08,0.06885424885206524,0.015467319322684062,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,mcc,5541,1083647,0.11202238779277708,93,8.582130527745658e-05,0.0607708948907988,0.006807700753971159,22888248.62000012,3478.6499999999996,0.0001519841058070428,0.00229966262293649,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5621,8049,0.0008320681913428107,31,0.0038514101130575225,2.7272206872791425,0.002269233584657053,540494.4599999998,2459.7200000000003,0.004550869957112976,0.0016260693507220748,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5651,54973,0.005682853110037064,370,0.0067305768286249614,4.765986437568843,0.027084400849132568,3151724.319999995,30332.66,0.009624147584075515,0.020052285931680614,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5655,12630,0.0013056306692334077,24,0.0019002375296912114,1.3455765419912538,0.0017568260010248152,879861.2900000005,1899.58,0.0021589539414786606,0.0012557725339651011,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5661,10252,0.001059804087171884,42,0.004096761607491221,2.9009564494110114,0.0030744455017934266,761016.9500000003,2783.79,0.0036579868556147126,0.0018403052371191045,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5712,2936,0.0003035100273055649,204,0.06948228882833787,49.201079586332106,0.014933021008710929,939649.6499999999,54962.31,0.058492343396286055,0.03633443145394003,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5719,64525,0.0066702944522791475,390,0.006044168926772568,4.2799343748458725,0.028548422516653245,3261007.8900000034,36778.03,0.011278117453435528,0.024313184981598304,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5722,286,2.9565350071318653e-05,6,0.02097902097902098,14.855447312368476,0.0004392065002562038,123198.95999999999,2104.71,0.01708382927907833,0.0013913796786456417,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,mcc,5732,5073,0.0005244231500412571,461,0.09087325054208555,64.34822611034016,0.03374569943635166,754717.84,52761.469999999994,0.069908868193708,0.03487950224661433,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5733,197,2.036494393024397e-05,45,0.22842639593908629,161.75093647223542,0.0032940487519215285,105627.96000000002,4357.209999999999,0.04125053631633138,0.0028804602294812943,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,mcc,5812,705089,0.07288882208544055,150,0.00021273910102128952,0.15064261147661445,0.010980162506405095,19640325.920000017,5844.780000000001,0.0002975907845830695,0.0038638615857550323,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5813,175970,0.01819096032185295,100,0.0005682786838665682,0.40240362290327747,0.007320108337603396,4443783.390000002,4873.429999999999,0.001096684867891366,0.003221722454543395,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5814,354148,0.03661017341628447,211,0.0005957961078419192,0.42188897650708557,0.015445428592343166,9883798.049999978,7756.969999999999,0.0007848167233647612,0.005127970326488629,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5815,45473,0.004700787285989766,368,0.008092714357970664,5.730529173839998,0.0269379986823805,613671.4600000003,15420.11,0.025127630996559614,0.010193911606102715,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5816,2116,0.00021874224038779814,187,0.0883742911153119,62.578688812231476,0.013688602591318351,352799.95999999996,21444.86,0.060784757458589286,0.014176747587744048,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5912,554108,0.0572811083822316,522,0.0009420546175113876,0.6670779704071271,0.03821096552228973,26177021.26999993,33654.18000000001,0.0012856382570376427,0.022248073204138616,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5921,85552,0.008843967934620467,162,0.001893585187955863,1.3408659545786115,0.011858575506917502,891141.1200000003,8491.619999999999,0.009528928482169014,0.00561363204754142,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5932,4898,0.0005063324638088069,52,0.010616578195181707,7.517701525437048,0.0038064563355537664,885373.1199999994,7717.16,0.008716279979225035,0.005101652769672306,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5941,856,8.848929951415653e-05,22,0.02570093457943925,18.19907992395297,0.0016104238342727472,37320.43,850.2,0.02278108799925403,0.0005620494048037614,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,mcc,5942,161692,0.01671496707598481,50,0.0003092298938723004,0.21896867353452779,0.003660054168801698,3225777.3000000147,1637.72,0.0005076977880649085,0.001082662375012016,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5947,1513,0.00015640690439826967,9,0.005948446794448116,4.212152608728404,0.0006588097503843057,17515.590000000004,67.02000000000001,0.003826305594045076,4.430551765460843e-05,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5970,50757,0.005247022634859863,46,0.0009062789368954035,0.6417448655407781,0.0033672498352975626,2178613.8599999994,1852.0700000000002,0.0008501139343710962,0.0012243646684955332,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,5977,4368,0.00045154352836195764,50,0.011446886446886446,8.105650815280418,0.003660054168801698,49239.850000000006,3098.3900000000003,0.06292444026535418,0.0020482807049516895,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,6300,39763,0.00411051403806239,0,0.0,0.0,0.0,9197233.930000003,,,,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7011,13050,0.0013490483161912883,199,0.01524904214559387,10.797993976195906,0.014567015591830759,1033510.08,33711.25,0.032618211135395994,0.022285800985286756,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7210,22360,0.0023114728237576404,23,0.0010286225402504473,0.7283775523312451,0.0016836249176487813,425438.8500000002,511.32,0.001201864850847542,0.000338022937737308,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7230,79032,0.00816996065327432,3,3.795930762222897e-05,0.026879352232876456,0.0002196032501281019,3791984.4200000064,32.28,8.512693203523221e-06,2.1339631600876753e-05,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7276,2872,0.0002968940049119831,0,0.0,0.0,0.0,541394.2300000002,,,,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7349,37303,0.00385621067730909,8,0.00021445996300565638,0.15186117046305067,0.0005856086670082717,1578340.0299999993,1021.9200000000001,0.0006474650459191613,0.0006755698985615853,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7393,8369,0.0008651483033107197,0,0.0,0.0,0.0,262547.50999999983,,,,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7531,855,8.838592416425681e-05,4,0.004678362573099415,3.312793708645134,0.00029280433350413584,326007.4999999998,1130.04,0.003466300621918209,0.0007470457650016965,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,mcc,7538,365844,0.03781925150871154,29,7.926875936191382e-05,0.05613097386171161,0.002122831417904985,19302085.379999958,6264.110000000001,0.00032453021923168046,0.004141071862062209,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7542,27413,0.002833828466800903,29,0.0010578922409075985,0.7491037099720579,0.002122831417904985,390981.38000000006,779.9,0.001994724147733071,0.0005155755478786797,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7549,874,9.03500558123514e-05,7,0.008009153318077803,5.671358794691398,0.0005124075836322378,328318.7799999999,4348.07,0.013243439805666921,0.0028744179670019882,LOW_SUPPORT
DEVELOPMENT_DISCOVERY,mcc,7801,13538,0.0013994954869423495,43,0.003176244644703797,2.2491295002647798,0.0031476465851694607,1811008.269999999,4852.8099999999995,0.002679617802076631,0.003208091004617432,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7802,11812,0.0012210696330154404,14,0.0011852353538774128,0.8392765977921235,0.0010248151672644756,1744300.880000001,1645.12,0.0009431400390051967,0.0010875543599514982,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7832,94300,0.009748295495543178,134,0.0014209968186638389,1.0062215673368848,0.00980894517238855,2591272.1600000006,4158.16,0.0016046789928851005,0.00274887244539968,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7922,28085,0.002903296701933512,122,0.004343955848317607,3.0759970780556696,0.008930532171876143,2497676.4199999976,14784.130000000001,0.005919153450629932,0.009773478554506507,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7995,23569,0.002436453621786396,63,0.002673002673002673,1.8927790011898058,0.00461166825269014,3526759.879999997,7442.55,0.00211030811658207,0.0049201138528843025,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,7996,8326,0.0008607031632650319,112,0.01345183761710305,9.525376097161242,0.008198521338115805,1360975.06,10641.390000000001,0.007818945631523917,0.007034799947994235,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,8011,18675,0.0019305346593771883,12,0.000642570281124498,0.4550102202235485,0.0008784130005124076,3341844.860000002,3440.9300000000003,0.0010296498323982635,0.0022747267213260487,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,8021,24392,0.0025215315347538623,10,0.00040997048212528697,0.29030405674930193,0.0007320108337603397,3794495.200000001,2272.91,0.000599001943657749,0.001502573174161982,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,8041,7656,0.0007914416788322225,3,0.00039184952978056425,0.2774724354321698,0.0002196032501281019,1117749.4099999992,84.58,7.566991245381203e-05,5.59140657001907e-05,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,8043,12110,0.0012518754872855556,10,0.0008257638315441783,0.5847313420502868,0.0007320108337603397,1577060.3800000004,630.17,0.0003995852080184779,0.0004165921823396686,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,8049,7818,0.0008081884855159763,2,0.00025581990278843696,0.1811485431626752,0.00014640216675206792,1138380.5300000003,149.77,0.00013156409131487868,9.900980870084609e-05,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,8062,2710,0.0002801471982282292,9,0.0033210332103321034,2.3516556815520575,0.0006588097503843057,1955326.7799999998,3247.2400000000002,0.0016607147374107978,0.002146682320930329,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,8099,10711,0.0011072533727758535,14,0.0013070675007002147,0.9255471172738832,0.0010248151672644756,1175222.2099999997,642.66,0.0005468412650234037,0.00042484905962265966,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,8111,5492,0.0005677374216492379,0,0.0,0.0,0.0,2855195.879999998,,,,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,8931,2758,0.00028510921502341555,0,0.0,0.0,0.0,511899.9299999998,,,,SUFFICIENT
DEVELOPMENT_DISCOVERY,mcc,9402,68606,0.007092169255219887,21,0.0003060956767629653,0.2167493041378428,0.0015372227508967133,1026391.4999999979,152.16,0.00014824752543254725,0.00010058978762048967,SUFFICIENT
