analysis_scope,segment_type,segment_value,transactions,fraud_rate,fraud_lift,fraud_capture_share,fraud_amount_capture_share,support_status,priority_class
DEVELOPMENT_DISCOVERY,mcc,5816,2116,0.0883742911153119,62.578688812231476,0.013688602591318351,0.014176747587744058,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3006,316,0.0759493670886076,53.78048014351119,0.0017568260010248152,0.004732717775749841,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,mcc,7531,855,0.004678362573099415,3.312793708645134,0.00029280433350413584,0.0007470457650016973,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,mcc,5311,355139,0.006073678193608699,4.300830171611086,0.15789473684210525,0.13806869895102175,SUFFICIENT,PRIORITY_1
DEVELOPMENT_DISCOVERY,mcc,7538,365844,7.926875936191382e-05,0.05613097386171161,0.002122831417904985,0.004141071862062211,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,5499,1094864,5.754139326893568e-05,0.040745616148711195,0.00461166825269014,0.0011342794269140139,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,3256,2314,0.006914433880726016,4.896177391342419,0.0011712173340165434,0.0011195638073528144,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,5251,26377,0.004359858968040338,3.087258230679501,0.008418124588243906,0.004774828510972141,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3393,6167,0.004540295119182747,3.2150268114546985,0.002049630334528951,0.0006303190378713746,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3596,11306,0.014594020873872281,10.334167089313468,0.012078178757045603,0.009680821715436537,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,5942,161692,0.0003092298938723004,0.21896867353452779,0.003660054168801698,0.0010826623750120167,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,3780,11303,0.011943731752632044,8.457471773431049,0.009882146255764584,0.009702372892332093,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3000,2515,0.013518886679920477,9.572854185915908,0.002488836834785155,0.0043697192716593385,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,5651,54973,0.0067305768286249614,4.765986437568843,0.027084400849132568,0.02005228593168063,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3395,6423,0.007161762416316363,5.071313115406084,0.0033672498352975626,0.0017626681139714304,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3005,309,0.05825242718446602,41.249106129489164,0.0013176195007686114,0.003725550627776861,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,mcc,8099,10711,0.0013070675007002147,0.9255471172738832,0.0010248151672644756,0.00042484905962266004,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,7995,23569,0.002673002673002673,1.8927790011898058,0.00461166825269014,0.004920113852884306,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,5712,2936,0.06948228882833787,49.201079586332106,0.014933021008710929,0.036334431453940066,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3009,317,0.05362776025236593,37.97433482267904,0.0012444184173925775,0.002803761838578765,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,mcc,5192,7848,0.0,0.0,0.0,,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,3001,2491,0.014452027298273785,10.23362006745255,0.0026352390015372228,0.003472443293482323,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,6300,39763,0.0,0.0,0.0,,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,5211,131976,0.0015760441292356187,1.1160120649691054,0.015225825342215065,0.00900504688237073,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,5815,45473,0.008092714357970664,5.730529173839998,0.0269379986823805,0.010193911606102724,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,7349,37303,0.00021445996300565638,0.15186117046305067,0.0005856086670082717,0.0006755698985615858,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,5813,175970,0.0005682786838665682,0.40240362290327747,0.007320108337603396,0.003221722454543398,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,4722,23468,0.010056246804158855,7.120925457329291,0.017275455676744017,0.014216551157096248,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3058,2507,0.012365376944555246,8.756042804910178,0.002269233584657053,0.0046911887900879115,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,8111,5492,0.0,0.0,0.0,,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,1711,2468,0.0,0.0,0.0,,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,8049,7818,0.00025581990278843696,0.1811485431626752,0.00014640216675206792,9.900980870084616e-05,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,7802,11812,0.0011852353538774128,0.8392765977921235,0.0010248151672644756,0.001087554359951499,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,4111,74463,0.0,0.0,0.0,,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,5733,197,0.22842639593908629,161.75093647223542,0.0032940487519215285,0.0028804602294812973,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,mcc,5932,4898,0.010616578195181707,7.517701525437048,0.0038064563355537664,0.00510165276967231,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,8931,2758,0.0,0.0,0.0,,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,5814,354148,0.0005957961078419192,0.42188897650708557,0.015445428592343166,0.005127970326488633,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,8021,24392,0.00040997048212528697,0.29030405674930193,0.0007320108337603397,0.0015025731741619831,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,7922,28085,0.004343955848317607,3.0759970780556696,0.008930532171876143,0.009773478554506514,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3504,12004,0.01166277907364212,8.258526468777545,0.010248151672644755,0.010563897715708136,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,5719,64525,0.006044168926772568,4.2799343748458725,0.028548422516653245,0.02431318498159832,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3390,6335,0.006945540647198106,4.91820439302407,0.0032208476685454943,0.001617640592887157,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,8062,2710,0.0033210332103321034,2.3516556815520575,0.0006588097503843057,0.002146682320930331,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3387,6235,0.006896551724137931,4.883514863606188,0.0031476465851694607,0.002049179772454082,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3771,11179,0.010644959298685034,7.537798458853635,0.008710928921748042,0.009781933755503267,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,9402,68606,0.0003060956767629653,0.2167493041378428,0.0015372227508967133,0.00010058978762048975,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,5921,85552,0.001893585187955863,1.3408659545786115,0.011858575506917502,0.005613632047541425,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,5661,10252,0.004096761607491221,2.9009564494110114,0.0030744455017934266,0.001840305237119106,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,5947,1513,0.005948446794448116,4.212152608728404,0.0006588097503843057,4.4305517654608466e-05,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,7210,22360,0.0010286225402504473,0.7283775523312451,0.0016836249176487813,0.0003380229377373082,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,3075,310,0.08064516129032258,57.105617356685265,0.001830027084400849,0.004284228529446656,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,mcc,5411,1106529,0.000321726769022773,0.22781783148869253,0.026059585681868093,0.014733151377496038,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,4829,479671,0.0011090935245199314,0.7853598332577567,0.03894297635605007,0.042042716799270005,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,8041,7656,0.00039184952978056425,0.2774724354321698,0.0002196032501281019,5.5914065700190744e-05,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,5261,5269,0.0,0.0,0.0,,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,3132,2308,0.007365684575389948,5.215712365159989,0.0012444184173925775,0.0013982218467704594,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3066,2255,0.0066518847006651885,4.710263781970492,0.0010980162506405095,0.0011717097224915119,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3509,12419,0.009904179080441259,7.013244833917092,0.009003733255252177,0.007906478945514937,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3007,276,0.06884057971014493,48.74667916389511,0.0013908205841446453,0.0040195324794779115,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,mcc,3389,7836,0.006508422664624809,4.608676929092364,0.0037332552521777322,0.0034521283344025543,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,7801,13538,0.003176244644703797,2.2491295002647798,0.0031476465851694607,0.003208091004617435,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,5533,891,0.04938271604938271,34.968378035698635,0.0032208476685454943,0.01546731932268407,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,mcc,4784,360044,0.0,0.0,0.0,,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,4411,258,0.47674418604651164,337.5871612109162,0.009003733255252177,0.09909695214067353,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,mcc,7393,8369,0.0,0.0,0.0,,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,5812,705089,0.00021273910102128952,0.15064261147661445,0.010980162506405095,0.003863861585755035,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,5912,554108,0.0009420546175113876,0.6670779704071271,0.03821096552228973,0.02224807320413863,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,5541,1083647,8.582130527745658e-05,0.0607708948907988,0.006807700753971159,0.0022996626229364924,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,7230,79032,3.795930762222897e-05,0.026879352232876456,0.0002196032501281019,2.133963160087677e-05,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,mcc,5310,181522,0.006219631780169896,4.40418131546948,0.08264402313154234,0.0758032898744156,SUFFICIENT,PRIORITY_1
DEVELOPMENT_DISCOVERY,mcc,5732,5073,0.09087325054208555,64.34822611034016,0.03374569943635166,0.03487950224661437,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,7996,8326,0.01345183761710305,9.525376097161242,0.008198521338115805,0.007034799947994239,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,4511,1506,0.027888446215139442,19.748078034104708,0.0030744455017934266,0.004624803232301046,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,4131,1731,0.025418833044482957,17.999321103297216,0.0032208476685454943,0.0009670991470024361,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3684,12650,0.008379446640316205,5.933567071432973,0.0077593148378596,0.005615879716297403,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,3260,2301,0.00651890482398957,4.616099447346136,0.0010980162506405095,0.0014680714587577159,SUFFICIENT,PRIORITY_2
DEVELOPMENT_DISCOVERY,mcc,5722,286,0.02097902097902098,14.855447312368476,0.0004392065002562038,0.0013913796786456428,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,mcc,7276,2872,0.0,0.0,0.0,,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,<UNKNOWN>,930503,0.009434682102045882,6.68078949041735,0.6426323109582022,0.6713688602192714,SUFFICIENT,PRIORITY_1
DEVELOPMENT_DISCOVERY,state,WA,235757,0.00031388251462310767,0.2222632392102648,0.005416880169826514,0.0036638785635870878,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,NY,590633,0.00026412340658242935,0.1870283343713812,0.011419369006661299,0.009797521999405015,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,PA,340470,0.0002907745175786413,0.20590024339021598,0.007246907254227363,0.0058371825376948416,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,New Zealand,189,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Denmark,249,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Liechtenstein,7,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Hungary,95,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Ecuador,48,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Nicaragua,17,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Norway,353,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Argentina,133,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Moldova,39,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Oman,30,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Slovakia,53,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Comoros,7,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Kuwait,10,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Saint Lucia,7,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,CO,99444,9.050319777965489e-05,0.06408618817632111,0.0006588097503843057,0.00033274091616075885,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,MA,137628,0.0002543087162496004,0.18007845738368217,0.0025620379181611887,0.0018194746363835522,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,Algeria,646,0.9736842105263158,689.4751906117685,0.046043481443525366,0.051590694680437726,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,South Korea,896,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,NH,40882,7.338192847708038e-05,0.0519624520734967,0.0002196032501281019,1.4861056951292114e-05,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,MD,143883,0.0004309056664095133,0.30512846287483325,0.004538467169314106,0.004446391219400031,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,WY,9036,0.0005533421868083222,0.39182694512112515,0.00036600541688016985,5.7751865447725925e-05,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,Cambodia,44,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Italy,1277,0.0,0.0,0.0,,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,Venezuela,23,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Poland,175,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Estonia,49,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Hong Kong,380,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Ireland,767,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Brazil,347,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Tunisia,14,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Luxembourg,13,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Brunei,13,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Azerbaijan,38,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Finland,133,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Marshall Islands,15,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Slovenia,19,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Tanzania,14,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Papua New Guinea,3,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Uganda,74,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Mali,31,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Kenya,52,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Swaziland,5,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Malta,3,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,TN,189405,0.00039069718328449616,0.2766564477521417,0.005416880169826514,0.005261752893002551,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,KY,145813,0.00024003346752347185,0.1699700159300022,0.0025620379181611887,0.0030139783643768664,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,NJ,266497,0.0004240197825866708,0.3002525020551354,0.008271722421491838,0.00661467099275913,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,OK,128503,0.0003346225379952219,0.23694945000960746,0.0031476465851694607,0.002860773295495108,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,AZ,148965,0.0002618064646057799,0.1853876853871245,0.0028548422516653247,0.0018872286277953813,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,SC,155703,0.00023120941793029035,0.1637216212149047,0.0026352390015372228,0.002604710937865504,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,MO,117649,0.00022949621331248035,0.16250848448366095,0.001976429251152917,0.0014476903917733579,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,RI,47919,8.34741960391494e-05,0.05910888417729063,0.00029280433350413584,0.0001440821780486706,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,Austria,777,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,Pakistan,220,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,ND,23427,4.268578990054211e-05,0.03022621996938991,7.320108337603396e-05,6.851423231458694e-05,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,SD,34955,0.00011443284222571878,0.08103100045462994,0.00029280433350413584,0.00038987797809582006,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,Haiti,418,0.8971291866028708,635.2658390157571,0.027450406266012736,0.021270363738449864,LOW_SUPPORT,LOW_PRIORITY
DEVELOPMENT_DISCOVERY,state,DE,18571,5.384739647838027e-05,0.03812986135495651,7.320108337603396e-05,6.227364612151765e-06,SUFFICIENT,MONITOR
DEVELOPMENT_DISCOVERY,state,Vietnam,95,0.0,0.0,0.0,,LOW_SUPPORT,LOW_PRIORITY
